SEVERIDADE,PA_CODUNI,NUM_PACIENTES,NU_LATITUDE,NU_LONGITUDE
GRAVE,2081083,2,-22.660274400422566,-50.409393310546875
GRAVE,2081296,2,-20.8740999,-48.8110436
GRAVE,2081970,2,-23.6536386,-46.6450463
GRAVE,2082209,2,-23.511,-46.876
GRAVE,2082225,2,-23.548,-46.636
GRAVE,2082322,2,-21.854588208023547,-47.48163342475891
GRAVE,2082438,2,-23.039,-49.709
GRAVE,2082519,2,-22.414341266299047,-50.57905912399292
GRAVE,2082721,2,-23.529,-47.135
GRAVE,2082748,2,-23.49,-48.413
GRAVE,2083051,2,-22.847,-45.23
GRAVE,2084473,2,-23.548,-46.636
GRAVE,2086743,2,-23.683273,-46.774878
GRAVE,2087057,2,-22.725,-47.649
GRAVE,2087693,2,-22.858,-47.22
GRAVE,2089327,2,-21.138,-48.973
GRAVE,2089335,2,-21.138,-48.973
GRAVE,2092395,2,-21.95659895821851,-47.99546957015991
GRAVE,2092611,2,-20.3256382,-48.3094592
GRAVE,2096196,2,-23.4240408,-46.8287758
GRAVE,2096943,2,-20.781526,-49.368364
GRAVE,2096994,2,-20.799975,-49.359722
GRAVE,2097028,2,-20.797858,-49.386525
GRAVE,2098369,2,-15.8083904,-42.231212
GRAVE,2101777,2,-17.731466,-46.191866
GRAVE,2108992,2,-16.184,-40.694
GRAVE,2109867,2,-19.467221,-44.255439
GRAVE,2117037,2,-19.986,-43.847
GRAVE,2119420,2,-16.219413481866532,-44.42647933959961
GRAVE,2119439,2,-14.423,-44.366
GRAVE,2127989,2,-22.22660068010961,-45.93001842498779
GRAVE,2129469,2,-21.7801624,-46.5661433
GRAVE,2134071,2,-19.037,-43.425
GRAVE,2135108,2,-17.286,-42.73
GRAVE,2136937,2,-20.66,-43.786
GRAVE,2140098,2,-15.949,-44.864
GRAVE,2164965,2,-19.748,-47.932
GRAVE,2165082,2,-19.748,-47.932
GRAVE,2165309,2,-19.748,-47.932
GRAVE,2206382,2,-20.416,-42.909
GRAVE,2206498,2,-18.72948167768841,-47.496278285980225
GRAVE,2206552,2,-19.5301933,-50.3310252
GRAVE,2235412,2,-27.78434065310972,-52.80428409576416
GRAVE,2246767,2,-27.95,-51.807
GRAVE,2248190,2,-29.772572,-57.084546
GRAVE,2248239,2,-30.251829336078558,-54.91671681404114
GRAVE,2259893,2,-28.404426,-54.961992
GRAVE,2261057,2,-28.3934461,-53.9095682
GRAVE,2262274,2,-28.284,-52.786
GRAVE,2266733,2,-22.9209381,-42.8177319
GRAVE,2269503,2,-22.88799,-43.29338
GRAVE,2273276,2,-22.89287995,-43.2149895406331
GRAVE,2280051,2,-22.540734,-44.173873
GRAVE,2280183,2,-22.908526,-43.1923782
GRAVE,2282801,2,-22.152,-42.419
GRAVE,2287579,2,-21.7562546,-41.3241216
GRAVE,2288885,2,-22.47231141705965,-44.44420337677002
GRAVE,2292912,2,-22.246671068533544,-43.697240352630615
GRAVE,2295105,2,-22.226824141619925,-44.064174592494965
GRAVE,2295423,2,-22.925833,-43.316111
GRAVE,2296241,2,-22.708,-42.626
GRAVE,2296748,2,-22.764,-43.399
GRAVE,2297795,2,-22.3984312,-42.9607314
GRAVE,2301687,2,-11.089,-43.142
GRAVE,2302101,2,-27.2922454,-50.5902911
GRAVE,2310821,2,-6.560761283722773,-47.44327783584595
GRAVE,2312123,2,-4.250283835488996,-49.94865417480469
GRAVE,2313057,2,-1.4069963791118574,-51.648133993148804
GRAVE,2313669,2,-1.548626181846845,-47.11858034133911
GRAVE,2314037,2,-1.5050396737743748,-48.62276315689087
GRAVE,2315793,2,-7.205089,-35.90853452
GRAVE,2316552,2,-0.7287526326499274,-48.51217031478882
GRAVE,2328003,2,-4.937903,-37.969848
GRAVE,2328046,2,-6.003825513813806,-40.30016899108887
GRAVE,2328372,2,-5.197,-39.298
GRAVE,2328380,2,-5.195492450873682,-39.31182861328125
GRAVE,2328445,2,-4.22573918296025,-38.919957876205444
GRAVE,2330830,2,-3.186424465502154,-52.20788687467575
GRAVE,2339196,2,-16.679,-49.254
GRAVE,2340704,2,-17.7968861,-50.9309582
GRAVE,2361744,2,-16.337242,-48.952927
GRAVE,2376474,2,-21.1314344,-56.4765243
GRAVE,2383381,2,-14.699802641104071,-47.52140522003174
GRAVE,2388685,2,-12.358950730327313,-38.38157415390015
GRAVE,2392720,2,-11.413,-57.352
GRAVE,2399318,2,-7.129299,-34.875251
GRAVE,2402076,2,-14.879863613548803,-40.85016131401062
GRAVE,2407868,2,-6.111,-38.209
GRAVE,2409151,2,-5.784905951390139,-35.20375728607178
GRAVE,2411393,2,-26.875741458303082,-52.399892807006836
GRAVE,2412551,2,-14.258622490789753,-42.26058483123779
GRAVE,2415496,2,-7.230889802371137,-39.406864643096924
GRAVE,2415658,2,-5.5362561,-40.7789668
GRAVE,2426072,2,-7.213,-39.315
GRAVE,2436469,2,-26.30949,-48.84625
GRAVE,2445352,2,-13.734227,-39.143632
GRAVE,2448203,2,-20.23882464353316,-41.50707721710205
GRAVE,2450453,2,-2.894,-44.88
GRAVE,2451425,2,-3.894,-45.17
GRAVE,2453851,2,-4.8593346,-43.3643544
GRAVE,2455145,2,-5.2962654,-44.4932984
GRAVE,2456672,2,-5.530347298736255,-47.485045194625854
GRAVE,2456915,2,-2.5357904693387185,-44.31758165359497
GRAVE,2460335,2,-2.7755151661150084,-44.06437039375305
GRAVE,2461838,2,-6.371,-44.363
GRAVE,2462192,2,-3.672473882857766,-45.85796356201172
GRAVE,2462214,2,-2.762,-42.274
GRAVE,2473844,2,-5.6960609,-36.2388312
GRAVE,2481073,2,-5.182307323014419,-40.666987895965576
GRAVE,2482444,2,-3.7646,-38.512539
GRAVE,2483408,2,-13.259286385166194,-39.565415382385254
GRAVE,2483548,2,-11.37688261453804,-41.83319091796875
GRAVE,2485729,2,-20.8522301,-41.1153972
GRAVE,2504502,2,-6.884440572584119,-38.547914028167725
GRAVE,2519569,2,-15.315,-49.584
GRAVE,2520168,2,-12.6250188,-38.6753216
GRAVE,2527707,2,-5.148541885194936,-38.09979200363159
GRAVE,2528940,2,-3.730501,-38.580655
GRAVE,2529238,2,-3.7721,-38.478681
GRAVE,2531771,2,-4.488381359579364,-46.86196804046631
GRAVE,2533480,2,-9.394881830160612,-38.216060400009155
GRAVE,2534517,2,-14.957348015722827,-49.54988479614258
GRAVE,2535327,2,-14.457703603073234,-47.039573192596436
GRAVE,2536293,2,-18.801079047938345,-52.624168395996094
GRAVE,2537788,2,-27.1082756,-52.6004572
GRAVE,2537850,2,-26.3947772,-53.0825855
GRAVE,2549182,2,-13.609367927871917,-42.937166690826416
GRAVE,2552841,2,-26.8963625,-49.0724388051813
GRAVE,2557088,2,-15.0254794,-42.3704919
GRAVE,2558459,2,-23.059832163883666,-55.24646759033203
GRAVE,2560836,2,-3.625,-39.508
GRAVE,2563460,2,-2.921782771821242,-40.18318176269531
GRAVE,2577763,2,-23.3644458,-51.1436147
GRAVE,2582465,2,-23.410644,-50.355345
GRAVE,2587335,2,-23.425,-51.939
GRAVE,2590271,2,-24.948865029144063,-51.86877250671387
GRAVE,2602598,2,-11.746,-44.9178
GRAVE,2613379,2,-6.755881204105325,-35.670719146728516
GRAVE,2613565,2,-7.126,-38.492
GRAVE,2615746,2,-6.062635299916132,-49.90947246551514
GRAVE,2616181,2,-2.532642,-52.004526
GRAVE,2621614,2,-3.8284041,-49.6740742
GRAVE,2646366,2,-5.084403996506414,-48.424365520477295
GRAVE,2653699,2,-11.485,-37.933
GRAVE,2659603,2,-19.395,-54.566
GRAVE,2665352,2,-23.741,-53.927
GRAVE,2673916,2,-15.799748564191233,-47.89122819900513
GRAVE,2678756,2,-1.0538824143935837,-46.76759719848633
GRAVE,2694530,2,-6.642314000502104,-51.99174642562866
GRAVE,2695839,2,-4.714457779750068,-40.56182384490967
GRAVE,2699915,2,-23.03,-46.975
GRAVE,2699966,2,-6.431893,-43.990085
GRAVE,2704900,2,-22.952,-46.542
GRAVE,2705222,2,-21.463872559996886,-47.006850242614746
GRAVE,2705680,2,-20.762149,-49.396363
GRAVE,2707977,2,-28.936,-51.549
GRAVE,2708892,2,-7.43564534200707,-70.02468824386597
GRAVE,2711893,2,-8.5974034,-38.5715297
GRAVE,2719010,2,-9.407953968735786,-36.073265075683594
GRAVE,2726610,2,-5.174,-47.782
GRAVE,2726653,2,-2.524748,-44.294805
GRAVE,2727056,2,-5.089,-42.802
GRAVE,2738201,2,-25.422559336368938,-53.17904233932495
GRAVE,2738279,2,-24.788011,-53.298459
GRAVE,2740435,2,-24.324,-50.616
GRAVE,2745798,2,-20.72413845,-47.8908873264614
GRAVE,2750988,2,-21.4781604,-51.53718679854117
GRAVE,2751038,2,-21.7683294,-52.1163683
GRAVE,2751674,2,-23.707979084249384,-49.4898247718811
GRAVE,2751895,2,-23.548,-46.636
GRAVE,2752077,2,-23.548,-46.636
GRAVE,2752603,2,-15.008,-59.951
GRAVE,2753278,2,-25.543332051241492,-49.197120666503906
GRAVE,2755092,2,-22.930852,-45.45909510000001
GRAVE,2757702,2,-7.481942150715685,-36.128883361816406
GRAVE,2758245,2,-21.67211415,-49.7555106775454
GRAVE,2764830,2,-21.977,-44.933
GRAVE,2767384,2,-14.614658081310374,-57.48014688491821
GRAVE,2778858,2,-28.5566867,-49.145462
GRAVE,2784602,2,-23.09,-47.218
GRAVE,2785188,2,-23.602,-46.753
GRAVE,2786737,2,-23.6980461,-46.7604023
GRAVE,2787288,2,-23.548,-46.636
GRAVE,2787377,2,-23.548,-46.636
GRAVE,2787458,2,-23.692095,-46.757438
GRAVE,2787504,2,-23.5060032,-46.5883721
GRAVE,2790610,2,-21.537,-49.858
GRAVE,2792141,2,-23.604,-46.919
GRAVE,2796384,2,-21.235,-45.759
GRAVE,2802023,2,-12.894,-38.327
GRAVE,2808668,2,-11.681,-62.684
GRAVE,2814218,2,-17.7813163,-50.9052447
GRAVE,2816830,2,-12.833016806686407,-39.074978828430176
GRAVE,3002543,2,-23.6934185,-46.7805846
GRAVE,3003469,2,-6.104354142772598,-49.38004195690155
GRAVE,3038467,2,-20.31948607321372,-40.35379707813263
GRAVE,3239284,2,-20.858088,-41.102693
GRAVE,3314766,2,-21.2031169,-47.7796662
GRAVE,3626245,2,-29.918,-51.184
GRAVE,3667804,2,-5.574748479957615,-46.74253463745117
GRAVE,4022718,2,-13.257887042215533,-43.415844440460205
GRAVE,4044916,2,-20.3001095,-40.3203982
GRAVE,4049993,2,-23.517789,-46.506258
GRAVE,4050185,2,-23.681207592557694,-46.738436222076416
GRAVE,4050223,2,-23.694203,-46.762209
GRAVE,4050312,2,-23.548,-46.636
GRAVE,4054695,2,-24.280200733466003,-53.84869337081909
GRAVE,5020743,2,-12.5247,-42.2906
GRAVE,5027195,2,-8.0590189,-34.8897534681065
GRAVE,5129753,2,-10.86063934131158,-37.12831735610962
GRAVE,5215269,2,-27.585543,-48.582765
GRAVE,5232511,2,-25.742955,-53.058697
GRAVE,5240085,2,-23.600879875482264,-51.63872480392456
GRAVE,5384117,2,-27.3718836,-53.7574706
GRAVE,5586348,2,-21.991951399999998,-47.88746656142425
GRAVE,5620341,2,-23.548,-46.636
GRAVE,6024688,2,-23.602,-46.753
GRAVE,6042414,2,-9.3922534,-40.495373
GRAVE,6146376,2,-22.3211,-42.5855
GRAVE,6148336,2,-23.548,-46.636
GRAVE,6414702,2,-12.981025430816374,-39.28077936172485
GRAVE,6737498,2,-19.986,-44.428
GRAVE,6792782,2,-20.33994918024348,-40.30687987804413
GRAVE,6844138,2,-29.58849285,-51.08801442766122
GRAVE,6854729,2,-27.00639204635934,-48.63735437393188
GRAVE,6892256,2,-20.018576935420885,-44.0681791305542
GRAVE,6914624,2,-24.787455332263182,-49.99470233917236
GRAVE,6920977,2,-15.794483514865535,-43.31716060638428
GRAVE,6950175,2,-24.952689,-53.461973
GRAVE,7041624,2,-22.876293812789424,-43.47292184829712
GRAVE,7054254,2,-29.918,-51.184
GRAVE,7143427,2,-22.8250148,-43.0454521
GRAVE,7316496,2,-7.150004,-34.839896
GRAVE,7354746,2,-22.968,-44.301
GRAVE,7424981,2,-26.1007931,-49.4300759
GRAVE,7473702,2,-23.5395523,-46.217966
GRAVE,7492987,2,-22.5411,-43.1229
GRAVE,7564546,2,-2.9977915995663347,-60.029940605163574
GRAVE,7628749,2,-6.826,-46.532
GRAVE,7704364,2,-11.438,-61.448
GRAVE,7813767,2,-17.559458878223506,-52.54561185836792
GRAVE,7866801,2,-19.98558969656448,-44.00655269622803
GRAVE,9077413,2,-3.6751573,-45.3581327
GRAVE,9128093,2,-23.523,-46.188
GRAVE,9381015,2,-25.360935067677083,-49.23173189163208
GRAVE,9383298,2,-12.419,-41.77
GRAVE,9507949,2,-12.14864425119353,-38.423341512680054
GRAVE,9585370,2,-6.780643,-38.24783
GRAVE,9866035,2,-14.8803242,-40.8498552
GRAVE,9887725,2,-22.764,-43.399
GRAVE,9949763,2,-12.8253623,-38.4006643
GRAVE,9998519,2,-26.908,-48.662
GRAVE,0000655,1,-8.05350385733086,-34.89777624607086
GRAVE,0002283,1,-10.911,-37.072
GRAVE,0004294,1,-12.9962977,-38.4945683
GRAVE,0007641,1,-1.2967876,-47.9221857
GRAVE,0008028,1,-23.532376197988274,-46.77673816680908
GRAVE,0008087,1,-23.554663972931678,-46.80177927017212
GRAVE,0008141,1,-23.512583534569348,-46.775922775268555
GRAVE,0009601,1,-23.17993511621512,-45.887
GRAVE,0011746,1,-20.3205429,-40.3469302
GRAVE,0013102,1,-24.656768158731584,-48.992156982421875
GRAVE,0013838,1,-25.46201024483236,-49.52902793884277
GRAVE,0013846,1,-25.459,-49.528
GRAVE,0015334,1,-25.43550437899397,-49.27306108836554
GRAVE,0015369,1,-25.484739849999997,-49.29500081159392
GRAVE,0015407,1,-25.4353634,-49.2449662
GRAVE,0016462,1,-25.549017,-49.2636414
GRAVE,0016721,1,-25.4750502,-49.3436678
GRAVE,0016985,1,-25.5814567,-49.3366679
GRAVE,0017043,1,-25.451814,-49.205963
GRAVE,0017191,1,-25.5320517,-49.2508367
GRAVE,0017264,1,-25.5294026,-49.2952034
GRAVE,0017280,1,-25.5270634,-49.270812
GRAVE,0017310,1,-25.56308285877331,-49.31806951761246
GRAVE,0017353,1,-25.5662427,-49.3334118
GRAVE,0017388,1,-25.5158171,-49.3310907
GRAVE,0017485,1,-25.3878474,-49.28323678947848
GRAVE,0017531,1,-25.3800412,-49.245868
GRAVE,0017868,1,-26.229,-52.671
GRAVE,0018090,1,-25.432268248708198,-49.1843318939209
GRAVE,0018368,1,-25.442,-49.063
GRAVE,0018694,1,-26.101321,-49.79941
GRAVE,0026840,1,-19.902501,-43.9331567
GRAVE,0026964,1,-19.817,-43.956
GRAVE,0027278,1,-19.9281399,-43.9241018
GRAVE,2000024,1,-7.742,-72.647
GRAVE,2000385,1,-9.975,-67.81
GRAVE,2000393,1,-10.650190640678137,-68.50640773773193
GRAVE,2001527,1,-9.95085476277123,-67.85816073417664
GRAVE,2001578,1,-9.975,-67.81
GRAVE,2001586,1,-9.8712683,-67.9106331
GRAVE,2005026,1,-9.7519868,-36.6587565
GRAVE,2005050,1,-9.757424374486595,-36.65882349014282
GRAVE,2005913,1,-9.661761596408606,-35.73483467102051
GRAVE,2006510,1,-9.665886466576,-35.73384761810303
GRAVE,2007037,1,-9.6656174,-35.7413631
GRAVE,2009528,1,-9.643976481395368,-36.213083267211914
GRAVE,2011735,1,-3.11339582669266,-59.9832570267885
GRAVE,2011905,1,-3.890865445724483,-59.099836349487305
GRAVE,2012383,1,-4.395582933796165,-59.592204093933105
GRAVE,2014742,1,-3.041698464,-59.95668471
GRAVE,2016397,1,-6.662241849815941,-69.86628770828247
GRAVE,2016443,1,-2.978698810547399,-65.16122102737427
GRAVE,2016540,1,-2.186,-56.713
GRAVE,2016648,1,-3.364,-68.198
GRAVE,2016893,1,-2.634217,-56.745062
GRAVE,2016923,1,-3.136702367536943,-58.4436821937561
GRAVE,2017644,1,-3.1160063,-60.0192208
GRAVE,2017652,1,-3.8268653,-60.3643949
GRAVE,2018381,1,-7.714,-66.976
GRAVE,2019701,1,2.0464121109516378,-50.79249858856201
GRAVE,2019728,1,2.4972562,-50.9533261
GRAVE,2021463,1,3.8433164648369957,-51.83770179748535
GRAVE,2022842,1,-22.9148287,-47.1150339
GRAVE,2023091,1,-22.8682422,-47.15589
GRAVE,2023164,1,-22.8764801,-47.035041
GRAVE,2023172,1,-22.8526871,-47.1070731
GRAVE,2023474,1,-22.706,-46.986
GRAVE,2023628,1,-22.9613851,-47.0963182
GRAVE,2028239,1,-22.53356721100714,-52.17101454734802
GRAVE,2029189,1,-23.4735754,-46.6837286
GRAVE,2038935,1,-23.005655,-46.84045
GRAVE,2039753,1,-23.117,-46.55
GRAVE,2041065,1,-22.662,-50.412
GRAVE,2056860,1,-23.3712,-45.2447
GRAVE,2058308,1,-22.7803143,-47.3003865
GRAVE,2065266,1,-23.489003,-46.476521
GRAVE,2071487,1,-21.483,-51.533
GRAVE,2072033,1,-23.83701416038785,-46.81257247924805
GRAVE,2074052,1,-21.7845081603235,-48.13460111618042
GRAVE,2074257,1,-23.471193,-46.542374
GRAVE,2075202,1,-23.4835673,-46.578459
GRAVE,2075962,1,-23.548,-46.636
GRAVE,2077582,1,-22.5985202049405,-48.79781484603882
GRAVE,2078139,1,-21.876,-51.844
GRAVE,2078155,1,-23.478644,-46.551522
GRAVE,2078473,1,-23.888702174985923,-46.42755746841431
GRAVE,2078538,1,-23.153322820541256,-47.05817699432373
GRAVE,2078848,1,-22.701,-46.764
GRAVE,2078902,1,-23.810671640829,-47.72902965545654
GRAVE,2079283,1,-21.3621836,-51.8593993
GRAVE,2079321,1,-23.51389305,-47.46457718054695
GRAVE,2079364,1,-21.2105081,-47.6002645
GRAVE,2079399,1,-21.7382938,-48.6860528
GRAVE,2079410,1,-23.463,-46.533
GRAVE,2079461,1,-21.066,-50.147
GRAVE,2079518,1,-23.079,-44.961
GRAVE,2079615,1,-23.656,-47.223
GRAVE,2079879,1,-23.533,-49.244
GRAVE,2079917,1,-23.086,-46.951
GRAVE,2080044,1,-20.581,-47.855
GRAVE,2080052,1,-23.523,-46.188
GRAVE,2080273,1,-23.664,-46.538
GRAVE,2080370,1,-21.999,-49.457
GRAVE,2080478,1,-20.257,-47.477
GRAVE,2081091,1,-22.4317981,-46.827037764413376
GRAVE,2081105,1,-21.2311847,-50.8620239
GRAVE,2081644,1,-22.8144699,-45.184089
GRAVE,2081873,1,-22.229,-50.893
GRAVE,2082071,1,-20.082,-49.914
GRAVE,2082179,1,-22.746620273524922,-47.32933759689331
GRAVE,2082411,1,-23.515889077001333,-46.34704828262329
GRAVE,2082586,1,-21.80377462870212,-50.87698817253113
GRAVE,2082640,1,-21.752644069379315,-48.827383518218994
GRAVE,2082667,1,-20.773,-49.714
GRAVE,2082810,1,-21.661,-46.739
GRAVE,2082934,1,-23.4525885,-49.4070519
GRAVE,2083019,1,-21.134,-51.102
GRAVE,2083094,1,-22.662,-50.412
GRAVE,2083175,1,-23.713,-47.428
GRAVE,2083604,1,-23.2128071,-49.0152893
GRAVE,2084171,1,-21.14299021395991,-47.99804449081421
GRAVE,2084228,1,-21.969,-46.798
GRAVE,2084430,1,-22.337989236803956,-47.17396259307861
GRAVE,2085577,1,-23.2261078,-45.8851767
GRAVE,2085615,1,-21.359194597852845,-48.23094606399536
GRAVE,2086107,1,-23.6858378,-46.6123688
GRAVE,2086336,1,-23.320752,-46.5902
GRAVE,2087103,1,-22.559548117092927,-47.41978168487549
GRAVE,2087111,1,-22.733974661027805,-45.119755268096924
GRAVE,2087618,1,-23.5445016,-47.4495676
GRAVE,2087804,1,-24.183,-46.789
GRAVE,2090333,1,-23.03941622453473,-49.16182279586792
GRAVE,2092638,1,-23.392465344808432,-49.51196908950806
GRAVE,2096412,1,-23.307501600000002,-45.970398150787524
GRAVE,2096463,1,-22.364562430709732,-46.94327116012573
GRAVE,2096781,1,-20.84364,-49.345095
GRAVE,2096838,1,-20.789218,-49.403216
GRAVE,2096862,1,-20.708929,-49.294292
GRAVE,2096978,1,-20.844924,-49.37826
GRAVE,2097605,1,-20.8130236,-49.3919074
GRAVE,2098156,1,-19.695304160478617,-46.168456077575684
GRAVE,2098326,1,-20.6652676,-43.798891
GRAVE,2098881,1,-19.87304648065051,-47.448105812072754
GRAVE,2099217,1,-18.782,-40.98
GRAVE,2103222,1,-18.778,-41.48
GRAVE,2104741,1,-15.701,-44.028
GRAVE,2109441,1,-17.8677406,-41.5114325
GRAVE,2112175,1,-21.245,-45.0
GRAVE,2118513,1,-19.79,-42.139
GRAVE,2122650,1,-21.532407,-42.640939
GRAVE,2126796,1,-19.16,-45.446
GRAVE,2127725,1,-22.76952,-46.08199
GRAVE,2132877,1,-20.023,-45.544
GRAVE,2134276,1,-16.8085954,-42.3391843
GRAVE,2135132,1,-18.249,-43.6
GRAVE,2140179,1,-16.369,-45.069
GRAVE,2142376,1,-20.4623213,-45.425206
GRAVE,2143852,1,-20.006,-45.977
GRAVE,2144026,1,-20.087,-45.294
GRAVE,2144174,1,-20.651,-44.496
GRAVE,2144255,1,-20.876,-45.519
GRAVE,2144298,1,-20.245,-44.293
GRAVE,2145960,1,-18.6435125,-48.1833862859321
GRAVE,2146525,1,-20.917,-46.991
GRAVE,2152959,1,-18.891315,-48.2907787
GRAVE,2152967,1,-18.9087859,-48.2459691
GRAVE,2159252,1,-20.146175898852317,-44.88641381263733
GRAVE,2161702,1,-21.195,-42.614
GRAVE,2163829,1,-20.288,-43.508
GRAVE,2164280,1,-19.7600956,-43.867624
GRAVE,2164949,1,-19.748,-47.932
GRAVE,2164973,1,-19.748,-47.932
GRAVE,2165228,1,-19.748,-47.932
GRAVE,2165333,1,-19.748,-47.932
GRAVE,2165473,1,-19.748,-47.932
GRAVE,2167379,1,-21.472,-46.396
GRAVE,2168243,1,-19.9448253,-43.4796245
GRAVE,2171988,1,-21.4411791,-45.9460957
GRAVE,2182610,1,-20.408,-44.024
GRAVE,2184834,1,-17.8713844,-41.4995321
GRAVE,2195429,1,-21.12,-42.943
GRAVE,2195437,1,-21.11941277805941,-42.94304609298706
GRAVE,2201763,1,-19.748,-47.932
GRAVE,2204622,1,-15.4863194,-44.3645621
GRAVE,2206528,1,-19.465734,-44.239792
GRAVE,2208083,1,-17.0747779,-41.4846865
GRAVE,2208156,1,-21.7719018,-43.3470702
GRAVE,2208172,1,-17.8625592,-41.507172
GRAVE,2209195,1,-18.948231237946146,-46.98685169219971
GRAVE,2211262,1,-17.841075921280474,-40.34580945968628
GRAVE,2215586,1,-19.619,-43.227
GRAVE,2221772,1,-21.764,-43.35
GRAVE,2223562,1,-29.1548945,-51.1798783
GRAVE,2227762,1,-29.624933074053544,-50.83816051483154
GRAVE,2228602,1,-27.4756363,-53.1675771
GRAVE,2228610,1,-27.479034752500656,-53.40552806854248
GRAVE,2228688,1,-27.355045,-52.773578
GRAVE,2232014,1,-29.926667,-51.161389
GRAVE,2232030,1,-29.8380477,-51.1685115
GRAVE,2232081,1,-29.999766702619674,-51.07885122299194
GRAVE,2232154,1,-29.6407167,-51.007056
GRAVE,2232189,1,-29.62127707399969,-51.164928674697876
GRAVE,2235323,1,-27.89953,-53.3171869
GRAVE,2235609,1,-29.3634246,-50.8087368
GRAVE,2236354,1,-29.73,-52.5
GRAVE,2237849,1,-30.033,-51.23
GRAVE,2238810,1,-28.629,-52.953
GRAVE,2240335,1,-29.2285114,-51.3442629
GRAVE,2241048,1,-28.502141,-50.93534
GRAVE,2241153,1,-29.376920943007455,-50.87041139602661
GRAVE,2246910,1,-28.459,-52.821
GRAVE,2246961,1,-28.832117572152043,-52.51248121261597
GRAVE,2248204,1,-30.33374082425473,-54.32088017463684
GRAVE,2249618,1,-27.4654847,-51.9049063
GRAVE,2250225,1,-27.989,-54.839
GRAVE,2252023,1,-29.603293592349022,-51.9407844543457
GRAVE,2252163,1,-28.8719422823632,-52.18034863471985
GRAVE,2252260,1,-29.5057674409268,-51.96591675281525
GRAVE,2252295,1,-31.775213,-52.345899
GRAVE,2253054,1,-31.765524582848546,-52.34667591110055
GRAVE,2257564,1,-29.653047,-50.575844
GRAVE,2257645,1,-29.256,-51.534
GRAVE,2261154,1,-27.683946,-53.807421
GRAVE,2261995,1,-31.332891,-54.102554
GRAVE,2267454,1,-21.621,-42.103
GRAVE,2268329,1,-22.168,-43.586
GRAVE,2269554,1,-22.89774,-43.56964
GRAVE,2269929,1,-22.88976,-43.71755
GRAVE,2270048,1,-22.870285,-43.457574
GRAVE,2271141,1,-22.51905858244507,-43.995609283447266
GRAVE,2273063,1,-22.893680368114346,-43.121724128723145
GRAVE,2274299,1,-22.92,-42.51
GRAVE,2277751,1,-22.793155543415125,-43.30578804016113
GRAVE,2278138,1,-22.879,-42.019
GRAVE,2278855,1,-21.2039252,-41.8915082
GRAVE,2280396,1,-22.481,-42.204
GRAVE,2280477,1,-22.8399687,-42.103499
GRAVE,2280868,1,-23.006,-44.315
GRAVE,2281201,1,-23.008,-44.321
GRAVE,2283239,1,-22.450637422880767,-43.46109867095947
GRAVE,2287447,1,-21.7562546,-41.3241216
GRAVE,2287927,1,-22.4612617,-43.8247528
GRAVE,2288109,1,-22.96179164700355,-44.03899669647217
GRAVE,2289571,1,-22.764,-43.399
GRAVE,2290227,1,-22.808448,-43.2888517
GRAVE,2291266,1,-22.903,-43.208
GRAVE,2300516,1,-28.292591286780183,-49.93082284927368
GRAVE,2301318,1,-17.531644311609973,-39.75621700286865
GRAVE,2302500,1,-27.004499364372094,-51.148942708969116
GRAVE,2304538,1,-11.429320643371428,-41.44113779067993
GRAVE,2304767,1,-10.067,-38.35
GRAVE,2307898,1,-5.829983953798035,-43.834054470062256
GRAVE,2309254,1,-2.5360037,-44.2251728
GRAVE,2311607,1,-10.468663,-50.512878
GRAVE,2314312,1,-0.9317368852967852,-48.28564167022705
GRAVE,2316064,1,-0.75525,-48.513857
GRAVE,2317397,1,-1.9843466624707506,-48.96002411842346
GRAVE,2318660,1,-1.7275768,-48.880225
GRAVE,2319284,1,-8.49317606061302,-36.062278747558594
GRAVE,2321122,1,-6.8672058,-36.9209562
GRAVE,2323540,1,-4.764668112454242,-42.57122755050659
GRAVE,2323605,1,-4.169488989603654,-42.89470195770264
GRAVE,2323923,1,-5.893913624191074,-42.63418436050415
GRAVE,2324172,1,-8.111788189318256,-42.947187423706055
GRAVE,2327996,1,-5.107,-38.373
GRAVE,2330938,1,-3.468336456766046,-51.20753288269043
GRAVE,2331500,1,-2.1729211798923918,-56.740795969963074
GRAVE,2331756,1,-1.481636,-53.285243
GRAVE,2332299,1,-1.9157379649595365,-55.5144739151001
GRAVE,2332981,1,-1.456,-48.504
GRAVE,2333716,1,-4.328609625560521,-38.88156473636627
GRAVE,2333813,1,-4.418961469642669,-39.04510974884033
GRAVE,2334275,1,-15.8259351,-50.608708
GRAVE,2334755,1,-23.766218793789278,-52.448387145996094
GRAVE,2336960,1,-16.484948190686392,-49.30937647819519
GRAVE,2337142,1,-14.526967158729224,-49.143712520599365
GRAVE,2337754,1,-16.719049268030926,-49.304258823394775
GRAVE,2338351,1,-16.689577446901392,-49.2896032333374
GRAVE,2338734,1,-16.6699744,-49.2272091536186
GRAVE,2339080,1,-16.652885461593026,-49.25299644470215
GRAVE,2340038,1,-18.013,-49.357
GRAVE,2340690,1,-17.794703383913262,-50.917747020721436
GRAVE,2342820,1,-6.403,-36.456
GRAVE,2343185,1,-17.1470906,-49.9888193
GRAVE,2344882,1,-8.011065309255724,-34.84373241662979
GRAVE,2349361,1,-9.174359903466847,-38.24883699417114
GRAVE,2349566,1,-7.933,-39.296
